id,user_id,created_at,authorDisplayName,author,authorAvatar,author_id,review_title,review_rating,review_content,business_name,business_slug,permalink,replied,messages,business_logo,industry_logo,industry_name,industry_slug,status_id,nps_rating,source,is_reported,business_reporting,author_created_date,author_total_reviews_count,attachments
4219498,61de3010-77be-11ed-9303-af9fd034aa82,2022-12-09 15:15:00,Yonelia S,Yonelia S,,61de3010-77be-11ed-9303-af9fd034aa82,Disgusted: Telkom delivers my new Samsung cellphone contract WITHOUT the phone :(,1,"Dear Hello Peter. 

I have ordered a Samsung cellphone and sim contract on the 26th of Nov from Telkom via a supervisor after being already escalated via the call center because of receiving poor service. 

I have been advised that the application was successful and processed and that Telkom does not send any proof of your order via email or message. 

I found that quite strange but was advised that I must simply trust that the order will be correct, where after I was assured that this will be delivered to my home address within the next 3-5 working days. 

However, this was not the case. I received a message on the delivery of my order on Wednesday, 7th Dec but did not receive this and after contacting the courier service I finally got my parcel today, the 9th of Dec just to get the biggest surprise of all… a sim card BUT NO SAMSUNG!!

This is an absolute disgrace and the worst service I have ever experienced. This while being an existing Telkom client. I am extremely unhappy and will NEVER recommend Telkom again. 

Disappointment and poor service is all you can expect.

Regards",Telkom,telkom,disgusted-telkom-delivers-my-new-samsung-cellphone-contract-without-the-phone-4219498,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2022-12-09,1,[]
4219274,17a1b620-2528-11ed-b7ac-3db5953b2d4d,2022-12-09 13:31:36,Daleen van der Merwe,Daleen van der Merwe,,17a1b620-2528-11ed-b7ac-3db5953b2d4d,Debit order problems and wrong amounts,1,"Please explain to me how I paid my account in November including any arrears that were there, and SPECIFICALLY asked about which amount would be debited end of November, and was told it would be the normal debit amount again. And then no debit went off on my account but now I get an invoice for double the amount.

This is not fair",Telkom,telkom,debit-order-problems-and-wrong-amounts-4219274,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2022-08-26,2,[]
4219179,ba167a60-c132-11ea-a9a0-376da636c818,2022-12-09 12:52:47,Claude B,Claude B,,ba167a60-c132-11ea-a9a0-376da636c818,Pathectic Service at Telkom,1,"i have just returned from a year stay in Mauritius and went to the Telkom office in Sea Point, CT on Saturday 3 December 22 to purchase an internet package.
After filling out the relevant documentation i was told there was a small technical issue (R1.70 was outstanding from a previous package i had with Telkom) that needed to be cleared and this would take an hour or two.
A week later the small technical issue has still not being resolved and the staff there including the Manager seem unable to resolve this matter. I'm at my wits end. 
My advice is STAY WELL CLEAR OF TELKOM...THEY ARE USELESS",Telkom,telkom,pathectic-service-at-telkom-4219179,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2020-07-08,1,[]
4219052,30753667-31fa-11e8-83f4-f23c91bb6188,2022-12-09 12:02:38,Pomolo X,Pomolo X,,30753667-31fa-11e8-83f4-f23c91bb6188,Nonsense Billing system,1,I am fed-up with Telkom's messed up billing system. My payments are up to date but Telkom keeps on suspending my account. Talking to their call center people does not help because they do not understand the billing systems themselves making this a futile exercise.,Telkom,telkom,nonsense-billing-system-b623da6a92b6dd8232dd3ebfb9c362daef3a60e3-4219052,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2016-11-25,20,[]
4218793,f449cc60-aeab-11eb-8983-15bf0abdce1c,2022-12-09 10:19:10,Eternity P,Eternity P,,f449cc60-aeab-11eb-8983-15bf0abdce1c,TELKOM ****ING SUCKS,1,"If I could give them zero stars I would
Never any signal even if there is power
Very inefficient.
Cannot even load a simple 1080 video anymore on youtube.
This phone they sold me to is garbage.
Works just as bad as there network.

Cannot wait to move away and never use telkom ever again",Telkom,telkom,telkom-ing-sucks-4218793,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2021-05-06,15,[]
4218646,9ab8e250-43e6-11ed-8346-ed9f2d76ceee,2022-12-09 09:21:10,Deborah,Deborah,,9ab8e250-43e6-11ed-8346-ed9f2d76ceee,Nonsense call centre,1,"Telkom has the most useless call centre. I have been trying to call all morning to change my debit order account but i cant get through, when i put in the number i need help from they say i didnt prews anything, i select what i want help with still says i didnt select anything, i get through to the wrong department they tell me i must call again for the right departments and they can’t transfer me because whatever reason which is nonsense to me….then how are we supposed to get things done? Then debit orders bounces and then they say we dont pay them. Yall better give me a call ASAP to fix this **** because im not wasting another 20 minutes of my airtime. Useless bunch",Telkom,telkom,nonsense-call-centre-4218646,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2022-10-04,3,[]
4218222,906a6ba0-55f6-11ec-a0c2-ef8e26575600,2022-12-09 08:49:51,Tshegofatso S,Tshegofatso S,,906a6ba0-55f6-11ec-a0c2-ef8e26575600,Pilar to Post by Telkom,1,"I agreed to pay R250,00 every month,And all of sudden on the 18 April 2020 I received an invoice that I have to pay R1500,I query it and that never came back to me,On the 18 May 2020 they billed again the same amount R1500,I went to their stores to query it and give a cancellation notice until the matter is resolved,They continue billing it until it reach that amount, I wanted to know how it came to that amount because we agreed on R 250, who upgraded my contract because I never did,they must send me a full record of when did I upgrade voice recordings, or numbers that upgraded my contract during Lockdown period that amount only lasted for two months.I'm a reliable customer never defaulted my payments. They never consulted until I receive letter of demands,I'm not refusing to pay they must tell me how it came to that amount. I have went to the stores to get this resloved no assistance at all.

Consultants telling me there is nothing they can do 

On the 8th December 2022, I was querying on my account which was submitted for  debt collection on January 2021 with Nudebt Ref: **********7. According to Nudebt the matter was closed on the 31st August 2021, As they were given the period of six months for collecting debts from the Customer on behalf of Telkom. My issue with following up the case, Telkom has blacklisted my name to the creditors, and when we do re- check with Telkom Customer Service, They mentioned to me that there is no information or record of me on the billing system of my account. So How come am I blacklisted everytime I do credit checks. While Telkom does not have my billing information and Nu- debt also has closed the case. I request this matter to be followed up and clear my name as this is preventing me to receive credit with any other Creditors in the business market. I have stated my reasons for my non-payment. and Visited Telkom stores to lodge my complain.and pause my account until the matter is resolved, but What they did they communicated with me through debt collection. Kind regards.",Telkom,telkom,pilar-to-post-by-telkom-4218222,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,True,,2021-12-05,2,[]
4218428,23417830-31fa-11e8-83f4-f23c91bb6188,2022-12-09 06:04:26,Busisiwe,Busisiwe,,23417830-31fa-11e8-83f4-f23c91bb6188,Bad bad bad Service,1,"How is it that for years customers  have been complaining about Telkom's service and they just don't seem to care! 

In 2021 I cancelled a month to month LTE router with Telkom because I'd moved house and it just wouldn't connect even though at store I was told Telkom has signal/network in the Milnerton area where I had moved to. Little did I know I had to pay an amount of R600.00 for cancellation fee, however, that's not my problem my problem is being handed over to the collections attorney's without being alerted. 

How I found out about that is when I applied for a phone contract in 2021and the consultant asked if I'd ever worked for Telkom as there's a block on my account. I'd never worked for Telkom. The matter was supposedly escalated to the regional manager and yet a month later, no response! After a series of follow ups I was then alerted that I've been handed over to the collections attorney's for the router amount I'd cancelled a year before. Had anyone cares to tell me this! Obviously nobody thought it mattered, definitely not Telkom! I am the person who's abreast with paying my accounts I don't deserve that! Anyway I ensured to pay the amount and got a final settlement letter from the attorneys.",Telkom,telkom,bad-bad-bad-service-8d01dbf9968de935f8b5603fd89958a58c5aeaa4-4218428,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2015-06-19,5,[]
4218415,2b450ec0-eea7-11e9-9736-d9b3f1330a74,2022-12-09 04:54:48,Cleopatra J,Cleopatra J,,2b450ec0-eea7-11e9-9736-d9b3f1330a74,Always trying to scam me!,1,"This company is constantly trying to charge me unnecessarily, the bill shows that I owe, but according to my bank statements I have not missed any payments! Can't wait for my contract to end!",Telkom,telkom,always-trying-to-scam-me-4218415,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2019-10-14,2,[]
4218271,077ebd9f-31fa-11e8-83f4-f23c91bb6188,2022-12-08 20:21:23,nndwammbi,nndwammbi,,077ebd9f-31fa-11e8-83f4-f23c91bb6188,Service from hell,1,The service offered @ mall Of Africa is really a load of it,Telkom,telkom,service-from-hell-0f90c9a58312cf40d5a901ec8c6ee5693844d1f9-4218271,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2011-11-24,61,[]
4218193,74d76800-59ea-11ed-8d40-15732140affc,2022-12-08 19:03:29,Paul W,Paul W,,74d76800-59ea-11ed-8d40-15732140affc,Telkom,1,"I am aware i am in fault with an arrears account, but i want to settle the account and have my name cleared on itc, but i have been trying to get someone to assist me in the matter but with no luck, everytime i phone telkom says i cant pay them directly i must settle it with the debt collector, each time they give me a different collector to phone and each and every time those collection agencies have nothing of me on file i have even tried contacting various companies to try and find my account but with no luck.

Please can i just settle this account and move on with my life is it really that much to ask",Telkom,telkom,telkom-a21f771d1a073665d83b3afc2c92e91991cb432a-4218193,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2022-11-01,2,[]
4218182,9c7569a0-eef6-11eb-8c45-db719a8bc1c4,2022-12-08 18:52:51,Tracey R,Tracey R,,9c7569a0-eef6-11eb-8c45-db719a8bc1c4,Telkom wonderful debtor,1,If you want your credit score to drop. If you want unethical debt orders. This is the company that will go out of their way to do that. If you want to be over charged every now and then. They will overcharge you. Telkom with the greatest customer services that knows exactly nothing. They are very sorry that it happened to you.,Telkom,telkom,telkom-wonderful-debtor-4218182,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2021-07-27,1,[]
4218057,02b0556d-31fa-11e8-83f4-f23c91bb6188,2022-12-08 17:24:49,Harry B,Harry B,,02b0556d-31fa-11e8-83f4-f23c91bb6188,Bad service no response to email,4,"My insurance validators has sent all relevant information to get billing and beam reports for myself and my wife both Telkom numbers ********** and **********.

My claim is on hold for almost 8 weeks now because Telkom does not return their emails and don't respond to the request. 

Why should we have service providers that can't help with a simple issue.",Telkom,telkom,bad-service-no-response-to-email-4218057,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2010-12-31,5,[]
4217936,9bed8af0-76b8-11ed-9d22-ffb31a960520,2022-12-08 16:14:37,Charles M,Charles M,,9bed8af0-76b8-11ed-9d22-ffb31a960520,Good Service,5,"I was a customer at Telkom for 3 years, and I only had good service. Thanks",Telkom,telkom,good-service-5aa45f23f768b522321a6d4318fff1182ddeafb2-4217936,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2022-12-08,4,[]
4217911,fce328e0-8177-11eb-907f-b3b74b91dc9b,2022-12-08 16:01:25,Penny L,Penny L,,fce328e0-8177-11eb-907f-b3b74b91dc9b,Bad experience for a sim swop,1,"So I got mugged over the weekend and I lost my purse and phone together with my ID and Driver's licence. So I went to a telkom store In Lakeside mall Benoni to get a sim swop and I had my SA Possport and proof or address. The consultant tells me that they do not do Sim swop with a passport, I should leavey details and they will call me back In 3 working days. Its the 4th day today and no call from her. This is disturbing as I do my work with my phone. I've spent 4 days without working that's a loss of income. Why can't Telkom assist customers with passports, I mean the Sim card is ricad under my name. What happens with foreign customers using passports... I'm really disappointed  can I have this attend to urgently. I can be contacted on **********.",Telkom,telkom,bad-experience-for-a-sim-swop-4217911,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2021-03-10,2,[]
4217815,e1be71d0-76f6-11ed-bd45-134d8eac604e,2022-12-08 15:22:17,Priscilla V,Priscilla V,,e1be71d0-76f6-11ed-bd45-134d8eac604e,Poor service,1,I need my 723 refund but I can't get through to customer care no telkom is a scam,Telkom,telkom,poor-service-68c1ed8f33cdf24fb4325344d237aca83bac79fd-4217815,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2022-12-08,1,[]
4217790,99dff8b0-34c6-11ed-be4c-d741b375bac5,2022-12-08 15:15:03,Nokuthula M,Nokuthula M,,99dff8b0-34c6-11ed-be4c-d741b375bac5,I AM NEVER EVER TAKING ANY PRODUCT FROM TELKOM!!!!!!!!!!!,1,"I AM NEVER EVER TAKING ANY PRODUCT FROM TELKOM!!!!!!!!!!!

I request Telkom to cancel my contract end of October 2022. About 20 consultants since then have called to offer me something new and I told them the same thing that I request for the contract to be cancelled. On the 1st of November I received a notification of a R99 being deducted from my account on the same contract number I clearly requested to not continue.

I sent an email since i am very far from the shops and I have tried to call them on 081180 to speak to a consultant, to only be given a WhatsApp link to follow by a robot, mind you I do not even have WhatsApp on this number, I than downloaded the WhatsApp thing i was going to finally cancel this sim card but they gave me a link to follow to cancel via online services, even there they telling me asked for a call back (Which I did and never called me back) or call 081190 which is the same number that only the robot answers. 

TELKOM KINDLY CANCEL THE ALL SERVICES FROM **********!!!!!!!!! AND PLEASE NEVER CALL ME EVER AGAIN!!! BECAUSE YOU GUYS ARE VERY QUICK TO WANTING PEOPLE TO TAKE CONTRACTS FROM YOU BUT DONT EVEN CAR ABOUT YOU CASTOMERS WHEN THEY DONT WANT TO CONTINUE WITH YOUR PRODUCT.  I TOLD YOU THAT I HAVENT USE THAT NUMBER IN MORE THAN 8 MONTHS. 

KINDLY STOP DEDUCTING MONEY FROM MY ACCOUNT!!!!!!!!!!",Telkom,telkom,i-am-never-ever-taking-any-product-from-telkom-4217790,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2022-09-15,2,[]
4217756,14c30320-ba48-11ec-9a3f-83917660db21,2022-12-08 15:02:11,Amukelani M,Amukelani M,,14c30320-ba48-11ec-9a3f-83917660db21,Telkom is a scam,5,Telkom has not cancel my contract since i asked to cancel it.,Telkom,telkom,telkom-is-a-scam-e7cd932508296cb43e0d37247f63cdd40c964d93-4217756,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2022-04-12,2,[]
4217615,289d2d94-31fa-11e8-83f4-f23c91bb6188,2022-12-08 14:08:26,Ke W,Ke W,,289d2d94-31fa-11e8-83f4-f23c91bb6188,can't contact customer care as rude chat bot WhatsApp overlord won't let me speak to a human and just cuts my call.,1,"my connectivity issues mostly started about 3 days ago with a storm that cut power to my area for 26 hours. since then, I've had constant disconnects (I have full coverage and can make and receive phone calls but absolutely no internet connectivity) I have this problem with all my 4G devices so it's definitely the tower, can i please speak to the technician about my connectivity issues  

need help with a problem with internet connectivity but phoning Telkom customer care just sends me a WhatsApp link and cuts the call (which is very rude). so, I have to try a random combination of numbers to eventually speak to someone, but I can't reach the technical department after multiple attempts and call redirects by other Telkom agents. they just redirect my call to the useless rude chatbot that tells me to use WhatsApp and cuts my call. 

can i please have another phone number to contact technical? and another phone number in general to contact customer care as 081180 and 180 and 10210 dont work as it just takes me to the rude chat bot that is religiously obsessed with WhatsApp that always cuts my call, refuses to let me speak to an agent, have no idea if its holding hostages but I'm very suspicious that it won't let me talk to someone to make sure your Telkom agents are still alive. I've confirmed that only your people at retentions and accounts are alive as i spoke to them, but they just redirected me to the Telkom chat bot WhatsApp overlord that cuts my calls and won't let me speak to its hostages",Telkom,telkom,cant-contact-customer-care-as-rude-chat-bot-whatsapp-overlord-wont-let-me-speak-to-a-human-and-just-cuts-my-call-4217615,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2016-03-20,38,[]
