id,user_id,created_at,authorDisplayName,author,authorAvatar,author_id,review_title,review_rating,review_content,business_name,business_slug,permalink,replied,messages,business_logo,industry_logo,industry_name,industry_slug,status_id,nps_rating,source,is_reported,business_reporting,author_created_date,author_total_reviews_count,attachments
4228032,c0841ef0-70e1-11ed-8745-c3ca4858db6c,2022-12-15 18:17:49,Amanda N,Amanda N,,c0841ef0-70e1-11ed-8745-c3ca4858db6c,Theft and cyber fraud.,1,"Innacinnect.via Tekkom i traced it  ..they get tour details  ""debit""your account. You cant reverse it as it is olaces as a subscription for fone and data...none of which you get.i did not aolmy nor subscribe..you end up at an international unknown language country .working with Telkom  si far they took r600..pensioner. TELKOM lawyers  im ff WAITING  case being opened. FRAUD",Telkom,telkom,theft-and-cyber-fraud-4228032,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2022-11-30,2,[]
4207031,74b0c620-717f-11ed-8378-a3ccb084d142,2022-12-01 15:55:26,Sibusiso N,Sibusiso N,,74b0c620-717f-11ed-8378-a3ccb084d142,Useless agent,2,"Telkom   your agents a really useless. Unfortunately I didn't get her name. On the 11th of Nov I logged a cancellation on an contract that expired in October but it's still working (don't know how) since I didn't get any confirmation regarding my cancellation I then decided to log it again on the portal, on the 24th of Nov. When I check this morning it has not been cancelled and new data was loaded. Called again and your agents told me that there was no cancellation logged on the 11th, only the Cancellation logged on the portal is reflecting. Reason for my cancellation is because I have already went with another ISP and I was avoiding being billed by two different ISPs",Telkom,telkom,useless-agent-c4fad50dc254c06b4846bbb51e38f4fa2b9786f6-4207031,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,6.0,WEBSITE,False,,2022-12-01,1,[]
4204994,37e02af5-31fa-11e8-83f4-f23c91bb6188,2022-11-30 17:18:07,Bonite B,Bonite B,,37e02af5-31fa-11e8-83f4-f23c91bb6188,Sim Card disconnected hour after complaint,2,"I have no other way of contacting Telkom and I am ****ed off. 

An hour after receiving my upgrade and calling because it's incorrect, my number is disconnected. I am completely disconnected!!!!!

Connect my sim card immediately!!!!!!!!!!",Telkom,telkom,sim-card-disconnected-hour-after-complaint-4204994,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2017-07-14,14,[]
4200161,e8aa3fe0-b6d9-11eb-ace1-bfc8aa23b5be,2022-11-28 22:08:38,Jessica J,Jessica J,,e8aa3fe0-b6d9-11eb-ace1-bfc8aa23b5be,Debit order deductions,2,"I usually have no problem with Telkom. Have been using them for years without complaint but in the last month the have deducted a debit order twice, to which I have to pay a banking fee, I paid the outstanding amount for the month and they charged me with another month which they have deducted 3 times, to which I also have to pay banking fees with every deduction. I have been trying to contact them without success. I have also tried to stop the debit order but it doesn't even show there is an debit order active from them. It is almost Christmas, I have presents to buy and a family to care for and I have nothing to show for it because they keep on deducting ignoring my numerous request for them to call me back and for trying to contact them.",Telkom,telkom,debit-order-deductions-a678e0813ba4c8fa46bc9fd0efa6f9862e445eeb-4200161,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2021-05-17,1,[]
4199559,2733d6e0-c5cc-11ea-b8f4-739f1ba5cbce,2022-11-28 15:32:54,Desiree E,Desiree E,,2733d6e0-c5cc-11ea-b8f4-739f1ba5cbce,Black Friday with Telkom still in the black(dark) with the offer,2,"Good day,
I went into Telkom for a new phone contract and was told about the black Friday offer, being two phones A33 for R389. I was told I am approved, but I cannot get the package as they are waiting for stock of these phones. I am very disappointed because why? make an offer if you do not have stock. Is it perhaps a gimmick of some sorts. Black Friday was blue for me.",Telkom,telkom,black-friday-with-telkom-still-in-the-blackdark-with-the-offer-4199559,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,4.0,WEBSITE,False,,2020-07-14,12,[]
4194214,04f7f520-25a3-11eb-b317-cf43b3d73af2,2022-11-24 11:52:31,Zama M,Zama M,,04f7f520-25a3-11eb-b317-cf43b3d73af2,Loyal Customer Been Taken For Ride,2,"I went in store to do a sim swop after I lost my phone. I was told that I am blacklisted and i cannot be assisted. I was told i need to pay a certain amount and i will be assisted. I was retrenched and i did let Telkom know and when i got the job i did the same again and started paying. What is worse is that my number is prepaid, so if this person that has my phone can do fraud with a cellphone number that is registered in my name what happens next. Please explain to me why i am blacklisted even though I am paying you monthly.",Telkom,telkom,loyal-customer-been-taken-for-ride-4194214,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2020-11-13,3,[]
4191394,abc160b0-72cf-11ec-8d7e-63ddcf43695b,2022-11-23 05:14:03,Benny K,Benny K,,abc160b0-72cf-11ec-8d7e-63ddcf43695b,Signal very bad .,2,Telkom need to review their network connection even voice calls are very inconvenient. There are many places that have no or limited coverage. For a national entity this is very bad .,Telkom,telkom,signal-very-bad-4191394,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2022-01-11,4,[]
4188953,7b0351e0-5684-11eb-892f-a95320c784a6,2022-11-21 18:04:30,Lee K,Lee K,,7b0351e0-5684-11eb-892f-a95320c784a6,No coverage,2,"Telkom is good. The data bundles are super cheap. 
But for dear life I'm out of range. I'm convinced there's no place in South Africa where telkom works.",Telkom,telkom,no-coverage-f83753b423eb4984d2f1ea23c1016397451c95db-4188953,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2021-01-14,54,[]
4187633,4cdcd890-8185-11eb-af54-759906602062,2022-11-21 04:34:19,Tazkia K,Tazkia K,,4cdcd890-8185-11eb-af54-759906602062,Pathetic,2,"I can't help but wonder why every time I go into the Telkom store in Promenade, Mitchell's plain i get told the phone I want isn't in stock. Why do your people insist on lying and trying to sell me something they think I need? Luckily there was a guy kind enough to ask me which device I'm coming for and confirmed they had the device in stock. After being helped the agent lied to my face and told me they don't have it. After he approached us and asked why I changed my mind he told me the item is in stock. Only then I magically got the device I was coming for. This is disgusting and it needs to stop. Again this is not the first time the guys in telkom lied and told me the device I wanted wasn't in stock",Telkom,telkom,pathetic-50eb3db196856b9fb025f4b606dc8025cdccc954-4187633,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2021-03-10,6,[]
4185672,8157f300-3bc3-11ec-81c6-c59dfc8aa959,2022-11-18 11:55:27,Candice M,Candice M,,8157f300-3bc3-11ec-81c6-c59dfc8aa959,telkom contract,2,"Poor admin, took so many weeks to have my contact cancelled. Telkom continued to extend my contract and deducted monthly, despite my contract expiring.",Telkom,telkom,telkom-contract-8988606ef81b686062214ce7a7adae1c15dcc583-4185672,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,3.0,WEBSITE,False,,2021-11-02,3,[]
4184435,2442d6e0-1fe3-11ed-acda-e51a04bd1f56,2022-11-17 15:24:20,Lethukuthula M,Lethukuthula M,,2442d6e0-1fe3-11ed-acda-e51a04bd1f56,Telkom Let Down!!!!,2,"Its sad that in his digital age you find your self being forced to go out and enter a store rather than be able to do things online, So I was due for an upgrade on Telkom but due to a system error I was told I would have to go to a Telkom store with my proof of address, now why as a preexisting contract customer( been with Telkom for three years now)  I am sad how primitive Telkom is being by not allowing  me to email these documents they require and then processing my request",Telkom,telkom,telkom-let-down-4184435,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,10.0,WEBSITE,False,,2022-08-19,1,[]
4182731,710d7930-2f3b-11ed-9f63-37b58d055d8d,2022-11-16 16:31:52,Rosina M,Rosina M,,710d7930-2f3b-11ed-9f63-37b58d055d8d,Telkom contract applications,2,I applied for a contract at Telkom and everything was approved but they haven’t delivered the product that I had applied for,Telkom,telkom,telkom-contract-applications-4182731,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2022-09-08,2,[]
4217034,19e373ee-31fa-11e8-83f4-f23c91bb6188,2022-12-08 10:45:58,Akhona,Akhona,,19e373ee-31fa-11e8-83f4-f23c91bb6188,Poor Connectivity and Network,3,"I stay in Parklands East in a free standing house in Surrey Street. Since residing here for the last 3-4 years ago the network has been very poor such that you cant real make a phone call with Telkom. You must rely on Whatsapp calls via the wifi.

I am certain that other home owners are also experiencing the same around the area. I wanted to check if MTN has sight of this issue from an infrastructure point of view? I dont think it makes sense for us to be living like this in a modern city as if we live in a farm somewhere in rural areas?

How best can we address this issue?

I stay in Parklands, Cape Town, Wester Cape

The  is the network is so poor such that I cant even make a call from my house, let alone the inability to use my mobile data. I solely rely in wifi to make whatsapp calls and when its off it means no calls for me. I need to drive up Parklands Main Road to Caltex Garage to be able to make a clear call.

This problem is common for me on Telkom and even MTN since my wife uses MTN.

I am on Andriod and I also have iOS.

I use Samsung A50 for Telkom Mobile, and iPhone 12 for MTN. This is not a devuce problem, it is a poor network issue in Parklands East, Surrey Street and Brompton Bend. Anyone that comes to our house cant make calls at all. So it is a common issue which might be linked to the lack of towers for the major networks such as MTN and Telkom.

Plz advise.",Telkom,telkom,poor-connectivity-and-network-4217034,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,0.0,WEBSITE,False,,2014-03-27,158,[]
4197172,2dcb959e-31fa-11e8-83f4-f23c91bb6188,2022-11-26 10:53:53,Warrick B,Warrick B,,2dcb959e-31fa-11e8-83f4-f23c91bb6188,Always no stock. And bad service.,3,Cheers Telkom. It has been good except for the bad service over the years. It is now the third time in a row when it comes to upgrade time that you do not have the phone I want available. Now it is time to leave. Maybe MTN can service me better.,Telkom,telkom,always-no-stock-and-bad-service-4197172,0,"[{'id': 2422666, 'body': ""<div><!--block-->Finally had a call from telkom after leaving my details online for a call back. Guess what, they still can't help me and they have no phones available in SA. Top class company. Wow what customer service.\xa0</div>"", 'created_at': '2022-11-26 14:39:25', 'type': 'Public', 'origin': 1, 'owner': 1, 'from': 'Warrick B', 'businessSlug': 'telkom', 'businessLogo': 'https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png', 'showPrivateBadge': False, 'isLinkedToUser': False}]",https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2016-09-12,45,[]
4191585,1a565d17-31fa-11e8-83f4-f23c91bb6188,2022-11-23 08:46:52,andrew,andrew,,1a565d17-31fa-11e8-83f4-f23c91bb6188,COMPLAINT,3,"I purchased a LTE data card for my modem ( plùg & play) on 8/11/2022. It has not picked up internet since..connection says ""connected without internet"".
I have phoned the customer care a total of 5 times, a manager has been meant to phone me on 2 occassions within 48hours,Im still waiting.
Im losing data without using the card at all & will lose it all on expiry date, yet no joy out of Telkom Customer Care AT ALL.",Telkom,telkom,complaint-9f7825e722270e0f325005cfa7e166677febef1d-4191585,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2014-04-16,5,[]
4182522,08a29e40-b5c5-11e9-b58f-09a50bad680c,2022-11-16 15:12:05,Benny M,Benny M,,08a29e40-b5c5-11e9-b58f-09a50bad680c,In-store staff always call customer care,3,"A stage service at the store.

They seem to call the general customer care number when you walk in with any issue. It's pointless because you sit there with them watching them on the phone which you could do yourself at home. Makes no sense",Telkom,telkom,in-store-staff-always-call-customer-care-4182522,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2019-08-03,8,[]
4180087,4be4c4b0-690b-11ea-bafe-19b5a5bb00de,2022-11-15 13:29:27,Mokotedi L,Mokotedi L,,4be4c4b0-690b-11ea-bafe-19b5a5bb00de,Add more security in their tower stations,3,"Telkom is making a great progress of implementing or installing network towers around the rural areas, and combine with other networks to increase better services around the areas but my worry is cruel people steal from that tower  were they take uninterrupted power supply so I urge for telkom to  increase more security and protect their equipments, because we appreciate their new developments",Telkom,telkom,add-more-security-in-their-tower-stations-4180087,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,8.0,WEBSITE,False,,2020-03-18,4,[]
4174091,3ad12ab8-31fa-11e8-83f4-f23c91bb6188,2022-11-11 08:56:12,Stephen D,Stephen D,,3ad12ab8-31fa-11e8-83f4-f23c91bb6188,Telkom: Disappearing airtime,3,Tried solving disappearing airtime problem. Advised to dial*179# to check for active subscriptions. None found. Never had any. No further feedback from 081180 Helpline. Still unresolved.,Telkom,telkom,telkom-disappearing-airtime-4174091,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,6.0,WEBSITE,True,,2017-11-22,21,[]
4173832,a2d53a40-8cec-11e9-a0e9-d980728ab7cb,2022-11-10 18:03:34,Lucus A,Lucus A,,a2d53a40-8cec-11e9-a0e9-d980728ab7cb,Timely but issue sorted thanks,3,"Thank you for your assistance today. Even though when you walk in store they staff always call the general custom care line for absolutely any issue we may have which we can always do at home ourselves.

But anyways, issue sorted eventually. Thank you to Nombasa",Telkom,telkom,timely-but-issue-sorted-thanks-4173832,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,10.0,WEBSITE,False,,2019-06-12,12,[]
4172564,7b0351e0-5684-11eb-892f-a95320c784a6,2022-11-10 09:29:12,Lee K,Lee K,,7b0351e0-5684-11eb-892f-a95320c784a6,Stops working after 7pm,3,"Very good and affordable network. However, in some areas and after a certain time (usually 7pm), Telkom goes extremely slow and then tells you that you are out if data (even if you are not).",Telkom,telkom,stops-working-after-7pm-4172564,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,,WEBSITE,False,,2021-01-14,54,[]
4151001,d1d24b00-f369-11eb-958e-07557b9dfb98,2022-10-27 08:50:34,Thembi M,Thembi M,,d1d24b00-f369-11eb-958e-07557b9dfb98,Account dispute,3,Had an issue with my account. I cancelled the contract with Telkom however they did not terminate it and kept billing me. Tried for year to resolve it eventually all balance was reversed and account its on zero,Telkom,telkom,account-dispute-02ca565890be2d96a7ff8cdd15ed1e92ade9c686-4151001,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,1.0,WEBSITE,False,,2021-08-02,5,[]
4143220,ab1af8e0-5103-11ed-bfbf-f79bb4a1a544,2022-10-21 07:58:47,Josef Z,Josef Z,,ab1af8e0-5103-11ed-bfbf-f79bb4a1a544,Hopeless,3,"I have Wifi contract with Telkom until May 2023. I am so unhappy with them. Every time loadshedding starts, Wifi lasts only about 45 minutes then it disappear until about 10min after loadshedding. I pay to have Wifi, but during loadshedding I have only 45min to can use Wifi. This is not right, I don't get what I pay for. There is also no way to can give them a call. I went to Telkom in a mall, and they not bothered, just said can't help me with the problem. All other providers don't have this problem, only Telkom, it does not make any sense, I want this problem sorted. I live in Stilbaai West. Not happy at all with Telkom very bad service.",Telkom,telkom,hopeless-05af1c4d227bf0f5861b52f3bf5e25ac56e39da9-4143220,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,0.0,WEBSITE,False,,2022-10-21,1,[]
4101286,2998cc68-31fa-11e8-83f4-f23c91bb6188,2022-09-21 09:06:12,Danzel F,Danzel F,,2998cc68-31fa-11e8-83f4-f23c91bb6188,Telkom Adderley Awesome,3,"Hi Everyone
I have to tell you guys about my experience with telkom Adderley st
the consultant Vincent Swartz were outstanding he actually made my day he were so professional and very helpful i hope he has a nice day and God Bless 
up you Vincent and have a good one
Regards",Telkom,telkom,telkom-adderley-awesome-4101286,0,[],https://s3-us-west-2.amazonaws.com/hp-cdn-01/uploads/orgs/org_793962_logo_hPUx0SvDxJ768HorIPr8.png,/static/img/industries/icons/telecommunications-icon.jpg,Telecommunications,telecommunications,1,8.0,WEBSITE,False,,2016-05-13,4,[]
